Country 1,Country 2,1990,2000,Absolute Change,Relative Change
Cayman Islands,United Kingdom,150,"1,043",893,595%
Central African Republic,Australia,6,10,4,67%
Central African Republic,Austria,16,20,4,25%
Central African Republic,Belgium,190,182,-8,-4%
Central African Republic,Bolivia,0,0,0,
Central African Republic,Brazil,0,0,0,
Central African Republic,Cameroon,0,0,0,
Central African Republic,Canada,14,173,159,#ERROR!
Central African Republic,Central African Republic,"-46,354","-55,416","-9,062",-20%
Central African Republic,Chad,"8,067","9,463","1,396",17%
Central African Republic,Congo,"10,616","16,245","5,629",53%
Central African Republic,Costa Rica,5,4,-1,-20%
Central African Republic,Cyprus,4,7,3,75%
Central African Republic,Czechia,1,1,0,0%
Central African Republic,Democratic Republic of Congo,0,0,0,
Central African Republic,Denmark,1,2,1,100%
Central African Republic,Dominican Republic,6,7,1,17%
Central African Republic,Egypt,51,43,-8,-16%
Central African Republic,Estonia,0,0,0,
Central African Republic,Finland,0,2,2,
Central African Republic,France,"8,492","9,041",549,6%
Central African Republic,Greece,42,91,49,117%
Central African Republic,Guinea,0,0,0,
Central African Republic,Hungary,4,6,2,50%
Central African Republic,Ireland,1,9,8,800%
Central African Republic,Italy,6,63,57,950%
Central African Republic,Latvia,1,2,1,100%
Central African Republic,Luxembourg,0,0,0,
Central African Republic,Mali,283,271,-12,-4%
Central African Republic,Micronesia (country),0,0,0,
Central African Republic,Netherlands,14,29,15,107%
Central African Republic,Norway,0,0,0,
Central African Republic,Romania,0,0,0,
Central African Republic,Russia,131,129,-2,-2%
Central African Republic,Senegal,0,3,3,
Central African Republic,Slovakia,0,0,0,
Central African Republic,Slovenia,12,0,-12,-100%
Central African Republic,South Africa,118,50,-68,-58%
Central African Republic,South Sudan,0,0,0,
Central African Republic,Spain,13,241,228,#ERROR!
Central African Republic,Sudan,"17,911","18,639",728,4%
Central African Republic,Sweden,8,11,3,38%
Central African Republic,Switzerland,120,147,27,23%
Central African Republic,Togo,179,226,47,26%
Central African Republic,United Kingdom,42,299,257,612%
Chad,Angola,12,16,4,33%
Chad,Australia,15,40,25,167%
Chad,Austria,7,9,2,29%
Chad,Bahrain,140,169,29,21%
Chad,Belgium,202,196,-6,-3%
Chad,Benin,143,253,110,77%
Chad,Bolivia,6,1,-5,-83%
Chad,Bulgaria,1,3,2,200%
Chad,Cameroon,"95,527","82,221","-13,306",-14%
Chad,Canada,106,614,508,479%
Chad,Central African Republic,"10,010","15,183","5,173",52%
Chad,Chad,"-336,798","-206,052","130,746",39%
Chad,Congo,"3,239","5,249","2,010",62%
Chad,Czechia,2,4,2,100%
Chad,Denmark,1,2,1,100%
Chad,Dominican Republic,3,4,1,33%
Chad,Egypt,305,244,-61,-20%
Chad,Finland,1,3,2,200%
Chad,France,"2,554","2,719",165,6%
Chad,Gabon,"1,398","2,339",941,67%
Chad,Germany,265,297,32,12%
Chad,Ghana,8,9,1,13%
Chad,Greece,18,24,6,33%
Chad,Guinea,0,0,0,
Chad,Hungary,2,1,-1,-50%
Chad,Iceland,0,0,0,
Chad,Ireland,2,12,10,500%
Chad,Italy,17,124,107,629%
Chad,Jordan,4,32,28,700%
Chad,Kuwait,870,795,-75,-9%
Chad,Libya,871,631,-240,-28%
Chad,Luxembourg,0,0,0,
Chad,Mali,0,0,0,
Chad,Mauritania,47,51,4,9%
Chad,Micronesia (country),0,0,0,
Chad,Netherlands,28,56,28,100%
Chad,Niger,"1,443",720,-723,-50%
Chad,Nigeria,"11,111","11,871",760,7%
Chad,Norway,7,7,0,0%
Chad,Qatar,"10,484","6,597","-3,887",-37%
Chad,Romania,0,0,0,
Chad,Russia,161,112,-49,-30%
Chad,Sierra Leone,0,1,1,
Chad,Slovakia,8,91,83,#ERROR!
Chad,Slovenia,0,0,0,
Chad,South Sudan,0,0,0,
Chad,Spain,7,141,134,#ERROR!
Chad,Sudan,"196,164","72,615","-123,549",-63%
Chad,Sweden,22,28,6,27%
Chad,Switzerland,157,216,59,38%
Chad,Togo,342,433,91,27%
Chad,United Arab Emirates,"1,063","1,739",676,64%
Chad,United Kingdom,25,180,155,620%
Channel Islands,Cayman Islands,4,15,11,275%
Channel Islands,Costa Rica,97,85,-12,-12%
Channel Islands,Greece,2,4,2,100%
Channel Islands,Isle of Man,182,208,26,14%
Channel Islands,Micronesia (country),0,0,0,
Channel Islands,United Kingdom,"18,441","12,513","-5,928",-32%
Chile,Andorra,68,58,-10,-15%
Chile,Argentina,"223,528","205,945","-17,583",-8%
Chile,Australia,"29,145","26,080","-3,065",-11%
Chile,Austria,693,870,177,26%
Chile,Bahamas,9,8,-1,-11%
Chile,Belgium,"4,908","4,912",4,0%
Chile,Bolivia,"4,807","4,388",-419,-9%
Chile,Brazil,"22,243","17,172","-5,071",-23%
Chile,Bulgaria,3,10,7,233%
Chile,Canada,"21,945","24,970","3,025",14%
Chile,Chile,"-493,026","-511,997","-18,971",-4%
Chile,Colombia,"1,859","1,761",-98,-5%
Chile,Costa Rica,"1,490","1,327",-163,-11%
Chile,Croatia,122,87,-35,-29%
Chile,Cuba,393,186,-207,-53%
Chile,Cyprus,12,22,10,83%
Chile,Czechia,7,15,8,114%
Chile,Denmark,"1,070","1,326",256,24%
Chile,Dominican Republic,"1,891","2,310",419,22%
Chile,Ecuador,"5,302","4,702",-600,-11%
Chile,Egypt,21,20,-1,-5%
Chile,El Salvador,380,207,-173,-46%
Chile,Estonia,0,0,0,
Chile,Falkland Islands,43,65,22,51%
Chile,Finland,166,183,17,10%
Chile,France,"13,207","14,060",853,6%
Chile,Germany,"6,888","6,279",-609,-9%
Chile,Greece,783,391,-392,-50%
Chile,Guatemala,271,191,-80,-30%
Chile,Guinea,0,0,0,
Chile,Haiti,333,300,-33,-10%
Chile,Honduras,273,230,-43,-16%
Chile,Hungary,112,108,-4,-4%
Chile,Iceland,15,52,37,247%
Chile,Ireland,27,164,137,507%
Chile,Israel,"2,613","3,024",411,16%
Chile,Italy,"8,674","5,164","-3,510",-40%
Chile,Latvia,1,2,1,100%
Chile,Liechtenstein,0,0,0,
Chile,Lithuania,0,0,0,
Chile,Luxembourg,56,51,-5,-9%
Chile,Mali,0,0,0,
Chile,Mexico,"2,783","5,685","2,902",104%
Chile,Micronesia (country),0,0,0,
Chile,Namibia,48,44,-4,-8%
Chile,Netherlands,"2,655","2,787",132,5%
Chile,New Zealand,826,735,-91,-11%
Chile,Nicaragua,144,111,-33,-23%
Chile,Norway,"5,496","5,444",-52,-1%
Chile,Panama,998,"1,060",62,6%
Chile,Paraguay,"2,460","2,382",-78,-3%
Chile,Peru,"4,479","5,239",760,17%
Chile,Philippines,9,108,99,#ERROR!
Chile,Poland,33,24,-9,-27%
Chile,Portugal,55,188,133,242%
Chile,Puerto Rico,924,837,-87,-9%
Chile,Romania,0,0,0,
Chile,Russia,638,662,24,4%
Chile,Slovakia,2,17,15,750%
Chile,Slovenia,7,16,9,129%
Chile,South Africa,650,281,-369,-57%
Chile,Spain,"11,887","22,607","10,720",90%
Chile,Sweden,"21,091","26,842","5,751",27%
Chile,Switzerland,"4,716","5,238",522,11%
Chile,Turkey,10,41,31,310%
Chile,United Kingdom,717,"4,966","4,249",593%
Chile,United States,"55,681","82,855","27,174",49%
Chile,Uruguay,"1,161","1,455",294,25%
Chile,Venezuela,"22,198","15,733","-6,465",-29%
China,American Samoa,100,299,199,199%
China,Antigua and Barbuda,57,110,53,93%
China,Argentina,"4,268","7,432","3,164",74%
China,Aruba,247,622,375,152%
China,Australia,"97,526","144,690","47,164",48%
China,Austria,"9,703","12,165","2,462",25%
China,Bahamas,67,93,26,39%
China,Bangladesh,"140,163","122,691","-17,472",-12%
China,Barbados,0,0,0,
China,Belgium,"4,851","6,757","1,906",39%
China,Belize,551,"1,094",543,99%
China,Bermuda,85,145,60,71%
China,Bhutan,422,570,148,35%
China,Bolivia,805,538,-267,-33%
China,Bonaire Sint Eustatius and Saba,0,0,0,
China,Botswana,874,"1,348",474,54%
China,Brazil,"8,532","10,326","1,794",21%
China,Brunei,"1,509","1,926",417,28%
China,Bulgaria,362,524,162,45%
China,Cambodia,707,"2,998","2,291",324%
China,Canada,"168,079","412,162","244,083",145%
China,Cape Verde,30,51,21,70%
China,Chile,"1,124","2,258","1,134",101%
China,China,"-4,231,625","-5,884,919","-1,653,294",-39%
China,Colombia,"1,233","1,551",318,26%
China,Congo,283,459,176,62%
China,Costa Rica,252,222,-30,-12%
China,Croatia,0,0,0,
China,Cuba,658,351,-307,-47%
China,Curacao,0,0,0,
China,Cyprus,398,728,330,83%
China,Czechia,303,605,302,100%
China,Denmark,"1,301","3,580","2,279",175%
China,Dominica,14,23,9,64%
China,Dominican Republic,"3,613","4,413",800,22%
China,Ecuador,654,"1,214",560,86%
China,Egypt,479,562,83,17%
China,El Salvador,260,187,-73,-28%
China,Eritrea,8,98,90,#ERROR!
China,Estonia,59,124,65,110%
China,Fiji,848,833,-15,-2%
China,Finland,428,"1,783","1,355",317%
China,France,"41,681","44,375","2,694",6%
China,French Guiana,961,"1,440",479,50%
China,French Polynesia,546,641,95,17%
China,Gabon,107,179,72,67%
China,Georgia,421,74,-347,-82%
China,Germany,"19,834","49,190","29,356",148%
China,Ghana,121,135,14,12%
China,Greece,329,560,231,70%
China,Greenland,0,1,1,
China,Guam,"1,719","2,710",991,58%
China,Guatemala,307,415,108,35%
China,Guinea,134,166,32,24%
China,Guyana,263,580,317,121%
China,Haiti,348,313,-35,-10%
China,Honduras,394,443,49,12%
China,Hong Kong,"1,659,157","1,886,037","226,880",14%
China,Hungary,941,"7,543","6,602",702%
China,Iceland,58,177,119,205%
China,India,"18,165","92,343","74,178",408%
China,Indonesia,"258,310","83,502","-174,808",-68%
China,Ireland,563,"7,229","6,666",#ERROR!
China,Israel,"1,027",921,-106,-10%
China,Italy,"32,172","74,865","42,693",133%
China,Japan,"150,383","335,600","185,217",123%
China,Jordan,192,"11,240","11,048",#ERROR!
China,Kazakhstan,695,"1,588",893,128%
China,Kyrgyzstan,770,438,-332,-43%
China,Laos,"4,125","3,005","-1,120",-27%
China,Latvia,24,326,302,#ERROR!
China,Lebanon,88,"5,103","5,015",#ERROR!
China,Lesotho,162,114,-48,-30%
China,Libya,"1,366","2,264",898,66%
China,Liechtenstein,28,52,24,86%
China,Lithuania,157,137,-20,-13%
China,Luxembourg,"1,017",927,-90,-9%
China,Macao,"172,346","204,282","31,936",19%
China,Madagascar,"1,481","1,458",-23,-2%
China,Malaysia,"91,377","54,430","-36,947",-40%
China,Mali,301,76,-225,-75%
China,Malta,148,220,72,49%
China,Marshall Islands,40,153,113,283%
China,Martinique,68,139,71,104%
China,Mauritania,142,156,14,10%
China,Mauritius,346,"8,024","7,678",#ERROR!
China,Mexico,"1,240","2,665","1,425",115%
China,Micronesia (country),"5,181","17,936","12,755",246%
China,Mongolia,"1,649","2,013",364,22%
China,Myanmar,"72,413","44,999","-27,414",-38%
China,Namibia,"4,593","4,078",-515,-11%
China,Nauru,504,428,-76,-15%
China,Nepal,"21,906","22,820",914,4%
China,Netherlands,"20,779","32,395","11,616",56%
China,New Caledonia,77,101,24,31%
China,New Zealand,"9,059","37,900","28,841",318%
China,Nicaragua,55,81,26,47%
China,North Korea,"19,668","19,511",-157,-1%
China,Northern Mariana Islands,"2,598","13,566","10,968",422%
China,Norway,"1,862","3,617","1,755",94%
China,Pakistan,490,363,-127,-26%
China,Palau,320,"1,079",759,237%
China,Panama,"10,235","11,300","1,065",10%
China,Papua New Guinea,135,103,-32,-24%
China,Paraguay,"1,953",882,"-1,071",-55%
China,Peru,"2,548","2,981",433,17%
China,Philippines,"53,792","88,418","34,626",64%
China,Poland,922,674,-248,-27%
China,Portugal,673,"2,291","1,618",240%
China,Puerto Rico,339,"1,315",976,288%
China,Romania,605,"2,100","1,495",247%
China,Russia,"67,405","60,177","-7,228",-11%
China,Saint Lucia,21,38,17,81%
China,Samoa,93,75,-18,-19%
China,Serbia,216,"1,870","1,654",766%
China,Seychelles,58,103,45,78%
China,Sierra Leone,280,266,-14,-5%
China,Singapore,"150,447","250,198","99,751",66%
China,Sint Maarten (Dutch part),0,0,0,
China,Slovakia,49,681,632,#ERROR!
China,Slovenia,61,201,140,230%
China,Solomon Islands,241,228,-13,-5%
China,South Africa,"8,690","9,841","1,151",13%
China,South Korea,"19,827","92,142","72,315",365%
China,Spain,"8,432","2,138","-6,294",-75%
China,Sri Lanka,37,588,551,#ERROR!
China,Sudan,"1,678","1,746",68,4%
China,Suriname,"2,055","3,135","1,080",53%
China,Sweden,"6,920","8,150","1,230",18%
China,Switzerland,"8,082","11,538","3,456",43%
China,Tajikistan,74,52,-22,-30%
China,Thailand,58,200,142,245%
China,Togo,247,313,66,27%
China,Tonga,91,115,24,26%
China,Trinidad and Tobago,469,461,-8,-2%
China,Turkey,529,"1,634","1,105",209%
China,Uganda,137,374,237,173%
China,Ukraine,"7,924","7,502",-422,-5%
China,United Kingdom,"23,384","144,073","120,689",516%
China,United States,"773,939","1,348,465","574,526",74%
China,Venezuela,"6,458","9,988","3,530",55%
China,Vietnam,612,"2,573","1,961",320%
China,Zambia,100,166,66,66%
Colombia,Argentina,"2,702","3,622",920,34%
Colombia,Aruba,"1,849","7,043","5,194",281%
Colombia,Australia,"2,106","4,000","1,894",90%
Colombia,Austria,864,"1,086",222,26%
Colombia,Bahamas,28,33,5,18%
Colombia,Belgium,"1,897","2,671",774,41%
Colombia,Bolivia,651,"1,342",691,106%
Colombia,Bonaire Sint Eustatius and Saba,0,0,0,
Colombia,Brazil,"2,223","4,169","1,946",88%
Colombia,Bulgaria,1,10,9,900%
Colombia,Canada,"7,547","17,942","10,395",138%
Colombia,Cayman Islands,72,235,163,226%
Colombia,Chile,"1,554","3,913","2,359",152%
Colombia,Colombia,"-1,009,148","-1,433,940","-424,792",-42%
Colombia,Costa Rica,"4,372","5,995","1,623",37%
Colombia,Croatia,0,0,0,
Colombia,Cuba,353,173,-180,-51%
Colombia,Curacao,0,0,0,
Colombia,Cyprus,31,57,26,84%
Colombia,Czechia,18,36,18,100%
Colombia,Denmark,807,"2,040","1,233",153%
Colombia,Dominican Republic,"4,697","5,737","1,040",22%
Colombia,Ecuador,"40,238","71,556","31,318",78%
Colombia,Egypt,65,43,-22,-34%
Colombia,El Salvador,386,363,-23,-6%
Colombia,Estonia,0,0,0,
Colombia,Finland,132,352,220,167%
Colombia,France,"15,050","16,023",973,6%
Colombia,Germany,"4,218","8,584","4,366",104%
Colombia,Greece,442,385,-57,-13%
Colombia,Guatemala,490,730,240,49%
Colombia,Guinea,0,0,0,
Colombia,Haiti,828,746,-82,-10%
Colombia,Honduras,409,644,235,57%
Colombia,Hungary,33,135,102,309%
Colombia,Iceland,21,62,41,195%
Colombia,Israel,"1,155","1,800",645,56%
Colombia,Italy,"9,633","14,993","5,360",56%
Colombia,Jordan,15,30,15,100%
Colombia,Latvia,2,4,2,100%
Colombia,Liechtenstein,0,1,1,
Colombia,Lithuania,0,0,0,
Colombia,Luxembourg,26,23,-3,-12%
Colombia,Mexico,"4,660","6,639","1,979",42%
Colombia,Micronesia (country),0,0,0,
Colombia,Netherlands,"4,915","8,883","3,968",81%
Colombia,New Zealand,235,209,-26,-11%
Colombia,Nicaragua,298,309,11,4%
Colombia,Norway,"1,618","3,230","1,612",100%
Colombia,Panama,"13,968","21,473","7,505",54%
Colombia,Peru,"3,702","4,331",629,17%
Colombia,Philippines,156,56,-100,-64%
Colombia,Poland,81,59,-22,-27%
Colombia,Portugal,107,362,255,238%
Colombia,Puerto Rico,"3,399","3,813",414,12%
Colombia,Romania,0,0,0,
Colombia,Russia,336,249,-87,-26%
Colombia,Sint Maarten (Dutch part),0,0,0,
Colombia,Slovakia,3,34,31,#ERROR!
Colombia,Slovenia,2,4,2,100%
Colombia,South Africa,118,249,131,111%
Colombia,Spain,"12,548","40,145","27,597",220%
Colombia,Sweden,"5,749","7,317","1,568",27%
Colombia,Switzerland,"5,057","7,917","2,860",57%
Colombia,Turkey,11,44,33,300%
Colombia,United Kingdom,"5,546","11,920","6,374",115%
Colombia,United States,"286,124","522,819","236,695",83%
Colombia,Venezuela,"555,578","617,257","61,679",11%
Comoros,Austria,0,0,0,
Comoros,Belgium,0,0,0,
Comoros,Canada,19,40,21,111%
Comoros,Comoros,"-40,079","-70,502","-30,423",-76%
Comoros,Czechia,0,1,1,
Comoros,Denmark,18,16,-2,-11%
Comoros,Egypt,431,664,233,54%
Comoros,Eritrea,27,93,66,244%
Comoros,Finland,1,2,1,100%
Comoros,France,"18,859","20,078","1,219",6%
Comoros,Greece,0,0,0,
Comoros,Guinea,0,0,0,
Comoros,Hungary,0,0,0,
Comoros,Italy,3,11,8,267%
Comoros,Libya,"1,230","3,162","1,932",157%
Comoros,Luxembourg,0,0,0,
Comoros,Madagascar,"8,179","8,050",-129,-2%
Comoros,Mayotte,"10,288","36,203","25,915",252%
Comoros,Micronesia (country),0,0,0,
Comoros,Netherlands,0,0,0,
Comoros,Norway,0,0,0,
Comoros,Reunion,441,"1,509","1,068",242%
Comoros,Romania,0,0,0,
Comoros,Russia,17,13,-4,-24%
Comoros,Slovenia,0,0,0,
Comoros,South Africa,194,83,-111,-57%
Comoros,Sweden,7,9,2,29%
Comoros,Switzerland,15,21,6,40%
Comoros,Tanzania,343,487,144,42%
Comoros,United Kingdom,7,60,53,757%
Congo,Angola,410,543,133,32%
Congo,Argentina,92,88,-4,-4%
Congo,Australia,134,130,-4,-3%
Congo,Austria,252,316,64,25%
Congo,Belgium,"6,195","3,445","-2,750",-44%
Congo,Benin,393,691,298,76%
Congo,Bolivia,1,5,4,400%
Congo,Brazil,0,0,0,
Congo,Bulgaria,10,8,-2,-20%
Congo,Cameroon,0,0,0,
Congo,Canada,87,282,195,224%
Congo,Chad,715,839,124,17%
Congo,Congo,"-96,370","-135,235","-38,865",-40%
Congo,Costa Rica,7,6,-1,-14%
Congo,Czechia,16,32,16,100%
Congo,Democratic Republic of Congo,"3,647","9,470","5,823",160%
Congo,Denmark,31,84,53,171%
Congo,Egypt,26,55,29,112%
Congo,Estonia,0,0,0,
Congo,Eswatini,1,36,35,#ERROR!
Congo,Finland,12,12,0,0%
Congo,France,"48,395","51,524","3,129",6%
Congo,Gabon,"5,045","8,440","3,395",67%
Congo,Germany,351,"1,337",986,281%
Congo,Greece,35,843,808,#ERROR!
Congo,Guinea,0,0,0,
Congo,Hungary,18,55,37,206%
Congo,Iceland,0,0,0,
Congo,Ireland,163,"1,312","1,149",705%
Congo,Italy,508,"3,287","2,779",547%
Congo,Latvia,1,2,1,100%
Congo,Libya,74,297,223,301%
Congo,Lithuania,0,0,0,
Congo,Luxembourg,0,0,0,
Congo,Malawi,735,"1,509",774,105%
Congo,Mali,"4,022","3,856",-166,-4%
Congo,Micronesia (country),0,0,0,
Congo,Morocco,"1,286","1,243",-43,-3%
Congo,Namibia,"1,652","1,468",-184,-11%
Congo,Netherlands,295,587,292,99%
Congo,Norway,132,266,134,102%
Congo,Philippines,121,555,434,359%
Congo,Poland,68,50,-18,-26%
Congo,Portugal,532,"1,812","1,280",241%
Congo,Romania,0,0,0,
Congo,Russia,492,341,-151,-31%
Congo,Slovakia,1,14,13,#ERROR!
Congo,Slovenia,0,2,2,
Congo,South Africa,"1,302","7,885","6,583",506%
Congo,Spain,93,623,530,570%
Congo,Sweden,125,160,35,28%
Congo,Switzerland,"3,193",955,"-2,238",-70%
Congo,Tanzania,"15,007","23,123","8,116",54%
Congo,Togo,123,155,32,26%
Congo,United Kingdom,456,"3,162","2,706",593%
Congo,Zambia,116,"4,330","4,214",#ERROR!
Cook Islands,Australia,"2,295","4,600","2,305",100%
Cook Islands,Cook Islands,"-17,485","-19,478","-1,993",-11%
Cook Islands,Dominican Republic,9,11,2,22%
Cook Islands,Fiji,30,30,0,0%
Cook Islands,France,4,4,0,0%
Cook Islands,Greece,5,5,0,0%
Cook Islands,Micronesia (country),0,0,0,
Cook Islands,New Zealand,"15,136","14,811",-325,-2%
Cook Islands,Samoa,6,17,11,183%
Costa Rica,Argentina,462,257,-205,-44%
Costa Rica,Australia,236,350,114,48%
Costa Rica,Austria,99,124,25,25%
Costa Rica,Bahamas,10,66,56,560%
Costa Rica,Belgium,136,131,-5,-4%
Costa Rica,Bolivia,102,141,39,38%
Costa Rica,Brazil,388,239,-149,-38%
Costa Rica,Bulgaria,1,3,2,200%
Costa Rica,Canada,"1,247","2,476","1,229",99%
Costa Rica,Cayman Islands,87,284,197,226%
Costa Rica,Colombia,691,822,131,19%
Costa Rica,Costa Rica,"-69,283","-105,227","-35,944",-52%
Costa Rica,Cyprus,1,2,1,100%
Costa Rica,Czechia,3,5,2,67%
Costa Rica,Denmark,42,93,51,121%
Costa Rica,Dominican Republic,"1,552","1,896",344,22%
Costa Rica,Ecuador,313,389,76,24%
Costa Rica,El Salvador,"1,558",818,-740,-47%
Costa Rica,Estonia,0,0,0,
Costa Rica,Finland,10,21,11,110%
Costa Rica,France,421,448,27,6%
Costa Rica,Germany,516,762,246,48%
Costa Rica,Greece,26,27,1,4%
Costa Rica,Guatemala,758,734,-24,-3%
Costa Rica,Guinea,0,0,0,
Costa Rica,Haiti,274,246,-28,-10%
Costa Rica,Honduras,594,639,45,8%
Costa Rica,Hungary,8,22,14,175%
Costa Rica,Iceland,3,6,3,100%
Costa Rica,Ireland,2,12,10,500%
Costa Rica,Italy,92,509,417,453%
Costa Rica,Jamaica,96,106,10,10%
Costa Rica,Latvia,0,0,0,
Costa Rica,Liechtenstein,0,0,0,
Costa Rica,Luxembourg,0,0,0,
Costa Rica,Mexico,"2,088","3,166","1,078",52%
Costa Rica,Micronesia (country),0,0,0,
Costa Rica,Netherlands,207,413,206,100%
Costa Rica,Nicaragua,"5,959","6,948",989,17%
Costa Rica,Norway,130,177,47,36%
Costa Rica,Panama,"3,919","4,654",735,19%
Costa Rica,Peru,209,246,37,18%
Costa Rica,Philippines,21,29,8,38%
Costa Rica,Poland,28,21,-7,-25%
Costa Rica,Puerto Rico,487,577,90,18%
Costa Rica,Romania,0,0,0,
Costa Rica,Russia,35,33,-2,-6%
Costa Rica,Slovakia,0,0,0,
Costa Rica,Slovenia,0,1,1,
Costa Rica,Spain,644,"1,249",605,94%
Costa Rica,Sweden,162,207,45,28%
Costa Rica,Switzerland,412,600,188,46%
Costa Rica,Turkey,13,51,38,292%
Costa Rica,United Kingdom,50,355,305,610%
Costa Rica,United States,"43,530","73,694","30,164",69%
Costa Rica,Venezuela,"1,661","1,178",-483,-29%
Croatia,Argentina,"2,171","2,067",-104,-5%
Croatia,Australia,"48,565","58,210","9,645",20%
Croatia,Austria,"43,774","54,995","11,221",26%
Croatia,Belgium,48,93,45,94%
Croatia,Bolivia,0,55,55,
Croatia,Bosnia and Herzegovina,"21,218","33,326","12,108",57%
Croatia,Brazil,0,0,0,
Croatia,Bulgaria,15,42,27,180%
Croatia,Canada,466,"39,257","38,791",#ERROR!
Croatia,Costa Rica,21,18,-3,-14%
Croatia,Croatia,"-425,544","-907,031","-481,487",-113%
Croatia,Cyprus,21,38,17,81%
Croatia,Czechia,417,835,418,100%
Croatia,Denmark,504,579,75,15%
Croatia,Ecuador,27,34,7,26%
Croatia,Egypt,124,76,-48,-39%
Croatia,Estonia,0,0,0,
Croatia,Finland,0,104,104,
Croatia,France,"10,463","11,140",677,6%
Croatia,Germany,"150,313","209,603","59,290",39%
Croatia,Greece,466,355,-111,-24%
Croatia,Guinea,0,0,0,
Croatia,Hungary,365,"1,595","1,230",337%
Croatia,Iceland,6,11,5,83%
Croatia,Ireland,97,589,492,507%
Croatia,Italy,"6,648","29,115","22,467",338%
Croatia,Jordan,19,31,12,63%
Croatia,Latvia,4,8,4,100%
Croatia,Liechtenstein,111,157,46,41%
Croatia,Lithuania,0,0,0,
Croatia,Luxembourg,400,365,-35,-9%
Croatia,Mali,0,0,0,
Croatia,Malta,18,54,36,200%
Croatia,Mexico,64,82,18,28%
Croatia,Micronesia (country),0,0,0,
Croatia,Montenegro,0,0,0,
Croatia,Netherlands,38,129,91,239%
Croatia,New Zealand,673,"2,218","1,545",230%
Croatia,North Macedonia,"1,437","1,253",-184,-13%
Croatia,Norway,7,"1,425","1,418",#ERROR!
Croatia,Panama,36,46,10,28%
Croatia,Peru,56,67,11,20%
Croatia,Poland,"1,142",835,-307,-27%
Croatia,Portugal,27,92,65,241%
Croatia,Romania,324,"1,543","1,219",376%
Croatia,Russia,365,250,-115,-32%
Croatia,Serbia,"35,548","325,449","289,901",816%
Croatia,Slovakia,95,527,432,455%
Croatia,Slovenia,"48,018","59,921","11,903",25%
Croatia,South Africa,479,428,-51,-11%
Croatia,Spain,218,630,412,189%
Croatia,Sweden,"4,108","5,229","1,121",27%
Croatia,Switzerland,"21,387","14,894","-6,493",-30%
Croatia,Turkey,53,207,154,291%
Croatia,United Kingdom,"1,897","6,757","4,860",256%
Croatia,United States,"22,927","41,946","19,019",83%
Croatia,Venezuela,363,351,-12,-3%
Cuba,Antigua and Barbuda,12,17,5,42%
Cuba,Argentina,"1,427","2,319",892,63%
Cuba,Australia,361,510,149,41%
Cuba,Austria,485,609,124,26%
Cuba,Bahamas,48,110,62,129%
Cuba,Barbados,0,0,0,
Cuba,Belarus,22,46,24,109%
Cuba,Belgium,335,642,307,92%
Cuba,Bermuda,11,16,5,45%
Cuba,Bolivia,105,513,408,389%
Cuba,Bonaire Sint Eustatius and Saba,0,0,0,
Cuba,Brazil,442,"1,346",904,205%
Cuba,Bulgaria,50,132,82,164%
Cuba,Canada,"1,737","5,269","3,532",203%
Cuba,Cape Verde,69,115,46,67%
Cuba,Cayman Islands,232,753,521,225%
Cuba,Chile,518,"2,984","2,466",476%
Cuba,Colombia,"1,296","1,454",158,12%
Cuba,Congo,164,266,102,62%
Cuba,Costa Rica,"4,504","4,391",-113,-3%
Cuba,Cuba,"-835,175","-1,047,789","-212,614",-25%
Cuba,Curacao,0,0,0,
Cuba,Cyprus,9,16,7,78%
Cuba,Czechia,123,247,124,101%
Cuba,Denmark,34,170,136,400%
Cuba,Dominica,5,7,2,40%
Cuba,Dominican Republic,"6,824","8,335","1,511",22%
Cuba,Ecuador,998,"1,242",244,24%
Cuba,El Salvador,84,80,-4,-5%
Cuba,Estonia,0,0,0,
Cuba,Finland,22,125,103,468%
Cuba,France,"2,031","2,162",131,6%
Cuba,Georgia,0,13,13,
Cuba,Germany,"2,734","7,251","4,517",165%
Cuba,Greece,194,208,14,7%
Cuba,Guatemala,275,418,143,52%
Cuba,Guinea,61,75,14,23%
Cuba,Haiti,"1,203","1,084",-119,-10%
Cuba,Honduras,464,455,-9,-2%
Cuba,Hungary,252,417,165,65%
Cuba,Iceland,7,14,7,100%
Cuba,Ireland,16,96,80,500%
Cuba,Italy,"1,444","11,659","10,215",707%
Cuba,Jamaica,"1,746","1,928",182,10%
Cuba,Latvia,21,70,49,233%
Cuba,Liechtenstein,0,0,0,
Cuba,Lithuania,0,0,0,
Cuba,Luxembourg,23,20,-3,-13%
Cuba,Mexico,"2,660","7,267","4,607",173%
Cuba,Micronesia (country),0,0,0,
Cuba,Namibia,"1,005",893,-112,-11%
Cuba,Netherlands,313,624,311,99%
Cuba,Nicaragua,896,754,-142,-16%
Cuba,Norway,44,209,165,375%
Cuba,Panama,"3,267","1,676","-1,591",-49%
Cuba,Peru,563,660,97,17%
Cuba,Poland,261,191,-70,-27%
Cuba,Portugal,116,396,280,241%
Cuba,Puerto Rico,"19,579","19,054",-525,-3%
Cuba,Romania,1,1,0,0%
Cuba,Russia,"2,689","2,246",-443,-16%
Cuba,Saint Lucia,10,18,8,80%
Cuba,Serbia,3,30,27,900%
Cuba,Seychelles,20,33,13,65%
Cuba,Sint Maarten (Dutch part),0,0,0,
